id,type,size,,bp,bt,rbp,fh,drw,,,,
431,forward,4,s316:0.5_s316:0.5_tef:0.1,5,22,4.12,,,,,forward_4_5,
432,forward,4,s316:0.5_s316:0.5_tef:0.1,5,22,5.4,,,,,forward_4_5,
433,forward,4,s316:0.5_s316:0.5_tef:0.1,5,22,5.2,,,,,forward_4_5,
434,forward,4,s316:0.5_s316:0.5_tef:0.1,5,22,5.1,,,,,forward_4_5,
435,forward,4,s316:0.5_s316:0.5_tef:0.1,5,22,4.72,,,,,forward_4_5,
436,forward,4,s316:0.5_s316:0.5_tef:0.1,5,22,5.04,,,,,forward_4_5,
437,forward,4,s316:0.5_s316:0.5_tef:0.1,5,22,5.003,,,,,forward_4_5,
438,forward,12,s316:0.5_s316:0.2_ aluminum :0.2_s316:0.5_tef:0.5,3.5,250,4.5,,,,,forward_12_3.5,
439,forward,12,s316:0.5_s316:0.2_ aluminum :0.2_s316:0.5_tef:0.5,3.5,250,3.58,,,,,forward_12_3.5,
440,forward,12,s316:0.5_s316:0.2_ aluminum :0.2_s316:0.5_tef:0.5,3.5,250,6.63,,,,,forward_12_3.5,
441,forward,12,s316:0.5_s316:0.2_ aluminum :0.2_s316:0.5_tef:0.5,3.5,250,3.85,,,,,forward_12_3.5,
442,forward,12,s316:0.5_s316:0.2_ aluminum :0.2_s316:0.5_tef:0.5,3.5,250,5.94,,,,,forward_12_3.5,
443,forward,12,s316:0.5_s316:0.2_ aluminum :0.2_s316:0.5_tef:0.5,3.5,250,5.5,,,,,forward_12_3.5,
444,forward,12,s316:0.5_s316:0.2_ aluminum :0.2_s316:0.5_tef:0.5,3.5,250,6.25,,,,,forward_12_3.5,
445,forward,12,s316:0.5_s316:0.2_ aluminum :0.2_s316:0.5_tef:0.5,3.5,250,3.53,,,,,forward_12_3.5,
446,forward,12,s316:0.5_s316:0.2_ aluminum :0.2_s316:0.5_tef:0.5,3.5,250,2.25,,,,,forward_12_3.5,
447,forward,3,s316:0.5_s316:0.5_tef:0.1,4.2,50,3.98,,,,,forward_3_4.2,
448,forward,3,s316:0.5_s316:0.5_tef:0.1,4.2,50,3.95,,,,,forward_3_4.2,
449,forward,3,s316:0.5_s316:0.5_tef:0.1,4.2,50,4.05,,,,,forward_3_4.2,
450,forward,3,s316:0.5_s316:0.5_tef:0.1,4.2,50,3.74,,,,,forward_3_4.2,
451,forward,3,s316:0.5_s316:0.5_tef:0.1,4.2,50,3.64,,,,,forward_3_4.2,
452,forward,3,s316:0.5_s316:0.5_tef:0.1,4.2,50,3.54,,,,,forward_3_4.2,
453,forward,3,s316:0.5_s316:0.5_tef:0.1,4.2,50,3.72,,,,,forward_3_4.2,
454,forward,3,s316:0.5_s316:0.5_tef:0.1,4.2,50,3.95,,,,,forward_3_4.2,
455,forward,3,s316:0.5_s316:0.5_tef:0.1,4.2,50,3.9,,,,,forward_3_4.2,
456,forward,3,s316:0.5_s316:0.5_tef:0.1,4.2,50,4.04,,,,,forward_3_4.2,
457,forward,3,s316:0.5_s316:0.5_tef:0.1,4.2,50,3.95,,,,,forward_3_4.2,
458,forward,3,s316:0.5_s316:0.5_tef:0.1,4.2,50,4.6,,,,,forward_3_4.2,
459,forward,3,s316:0.5_s316:0.5_tef:0.1,4.2,50,4.7,,,,,forward_3_4.2,
460,forward,3,s316:0.5_s316:0.5_tef:0.1,4.2,50,5,,,,,forward_3_4.2,
461,forward,3,s316:0.5_s316:0.5_tef:0.1,4.2,50,4.15,,,,,forward_3_4.2,
462,forward,3,s316:0.5_s316:0.5_tef:0.1,4.2,50,4.2,,,,,forward_3_4.2,
463,forward,3,s316:0.5_s316:0.5_tef:0.1,4.2,50,4.12,,,,,forward_3_4.2,
464,forward,3,s316:0.5_s316:0.5_tef:0.1,4.2,50,4.65,,,,,forward_3_4.2,
465,forward,3,s316:0.5_s316:0.5_tef:0.1,4.2,50,4.22,,,,,forward_3_4.2,
466,forward,3,s316:0.5_s316:0.5_tef:0.1,4.2,50,4.45,,,,,forward_3_4.2,
467,forward,3,s316:0.5_s316:0.5_tef:0.1,4.2,50,4.25,,,,,forward_3_4.2,
468,forward,3,s316:0.5_s316:0.5_tef:0.1,4.2,50,5.3,,,,,forward_3_4.2,
469,forward,3,s316:0.5_s316:0.5_tef:0.1,4.2,50,5.6,,,,,forward_3_4.2,
470,forward,3,s316:0.5_s316:0.5_tef:0.1,4.2,50,4.55,,,,,forward_3_4.2,
471,forward,3,s316:0.5_s316:0.5_tef:0.1,4.2,50,4.38,,,,,forward_3_4.2,
472,forward,3,s316:0.5_s316:0.5_tef:0.1,4.2,50,4.63,,,,,forward_3_4.2,
473,forward,3,s316:0.5_s316:0.5_tef:0.1,4.2,50,4.43,,,,,forward_3_4.2,
474,forward,3,s316:0.5_s316:0.5_tef:0.1,4.2,50,4.65,,,,,forward_3_4.2,
475,forward,3,s316:0.5_s316:0.5_tef:0.1,4.2,50,4.24,,,,,forward_3_4.2,
476,forward,3,s316:0.5_s316:0.5_tef:0.1,4.2,50,4.35,,,,,forward_3_4.2,
477,forward,3,s316:0.5_s316:0.5_tef:0.1,4.2,50,2.8,,,,,forward_3_4.2,
478,forward,3,s316:0.5_s316:0.5_tef:0.1,4.2,50,3.43,,,,,forward_3_4.2,
479,forward,3,s316:0.5_s316:0.5_tef:0.1,4.2,50,4.65,,,,,forward_3_4.2,
480,forward,3,s316:0.5_s316:0.5_tef:0.1,4.2,50,4.17,,,,,forward_3_4.2,
481,forward,3,s316:0.5_s316:0.5_tef:0.1,4.2,50,4.23,,,,,forward_3_4.2,
482,forward,3,s316:0.5_s316:0.5_tef:0.1,4.2,50,4.11,,,,,forward_3_4.2,
483,forward,3,s316:0.5_s316:0.5_tef:0.1,4.2,50,4.38,,,,,forward_3_4.2,
484,forward,3,s316:0.5_s316:0.5_tef:0.1,4.2,50,4.33,,,,,forward_3_4.2,
485,forward,3,s316:0.5_s316:0.5_tef:0.1,4.2,50,4.01,,,,,forward_3_4.2,
486,reverse,0.5,monel :0.4_s316:0.05_ptfe:0.1,20.2,20,19.72,4,A11/2inRP2,,,reverse_0.5_20.2,
487,reverse,0.5,inconel :0.4_s316:0.05_ptfe:0.1,20.2,20,18.86,4,A11/2inRP2,,,reverse_0.5_20.2,
488,reverse,1,monel :0.6_ s316:0.05_ptfe:0.1,15,22,12.5,6.65,A11/2inRP10-MAmodified,,,reverse_1_15,
489,reverse,1,monel :0.6_ s316:0.05_ptfe:0.1,15,22,15.1,6.65,MA11/2inRP1,,,reverse_1_15,
490,reverse,1,monel :0.6_ s316:0.05_ptfe:0.1,15,22,15.7,6.65,MA11/2inRP1,,,reverse_1_15,
491,reverse,1,s316:0.6_s316:0.05_ptfe:0.1,15,165,17.93,6.07,A11/2inRP2,,,reverse_1_15,
492,reverse,1,s316:0.4_s316:0.05_ptfe:0.1,15,165,8.85,6.07,A11/2inRP3,,,reverse_1_15,
493,reverse,1,s316:0.4_s316:0.05_ptfe:0.1,15,165,10.16,6.07,A11/2inRP3,,,reverse_1_15,
494,reverse,1,s316:0.6_s316:0.05_ptfe:0.1,15,165,22.97,6.07,A11/2inRP4,,,reverse_1_15,
495,reverse,1,s316:0.6_s316:0.05_ptfe:0.1,15,165,20.78,6.07,A11/2inRP4,,,reverse_1_15,
496,reverse,1,s316:0.6_s316:0.05_ptfe:0.1,15,165,15.18,6.07,A11/2inRP5,,,reverse_1_15,
497,reverse,1,s316:0.6_s316:0.05_ptfe:0.1,15,165,14.31,6.07,A11/2inRP5,,,reverse_1_15,
498,reverse,1.5,s316:0.5_s316:0.05_ptfe:0.1,15,10,12.21,8.4,A11/2inRp7,,,reverse_1.5_15,
499,reverse,1.5,s316:0.5_s316:0.5_ptfe:0.1,4,153,11.5,19.82,,,,reverse_1.5_4,
500,reverse,1.5,s316:0.5_s316:0.5_ptfe:0.1,4,153,4.23,5.88,,,,reverse_1.5_4,
501,reverse,1.5,s316:0.5_s316:0.5_ptfe:0.1,4,153,4.17,5.88,,,,reverse_1.5_4,
502,reverse,1.5,s316:0.5_s316:0.5_ptfe:0.1,4,153,3.5,5.88,,,,reverse_1.5_4,
503,reverse,2,s316:0.4_s316:0.05_ptfe:0.1,5.9,25,5.38,9.7,A2inRP16,,,reverse_2_5.9,
504,reverse,2,s316:0.4_s316:0.05_ptfe:0.1,5.9,25,5.34,9.7,A2inRP16,,,reverse_2_5.9,
505,reverse,2,s316:0.4_s316:0.05_ptfe:0.1,5.9,25,5.4,9.7,A2inRP16,,,reverse_2_5.9,
506,reverse,2,s316:0.4_s316:0.05_ptfe:0.1,5.9,25,5.74,9.7,A2inRP16,,,reverse_2_5.9,
507,reverse,2,s316:0.4_s316:0.05_ptfe:0.1,5.9,25,5.74,9.7,A2inRP16,,,reverse_2_5.9,
508,reverse,2,s316:0.8_inconel:0.05_ptfe:0.1,27.7,115,36.67,10,MA2inRP14,,,reverse_2_27.7,
509,reverse,2,s316:0.8_inconel:0.05_ptfe:0.1,27.7,115,26.47,10,A2inRP1,,,reverse_2_27.7,
510,reverse,2,s316:0.8_inconel:0.05_ptfe:0.1,27.7,115,25,10,A2inRP1,,,reverse_2_27.7,
511,reverse,2,s316:0.8_inconel:0.05_ptfe:0.1,27.7,115,27.1,10,A2inRP1,,,reverse_2_27.7,
512,reverse,2,s316:0.5_s316:0.05_ptfe:0.1,3.38,58.4,3.35,9.83,MA2inRP5,,,reverse_2_3.38,
513,reverse,2,s316:0.5_s316:0.05_ptfe:0.1,3.18,58.4,3.16,9.83,MA2inRP5,,,reverse_2_3.18,
514,reverse,2,s316:0.5_s316:0.05_ptfe:0.1,3.38,58.4,3.33,9.83,MA2inRP5,,,reverse_2_3.38,
515,reverse,2,s316:0.5_s316:0.05_ptfe:0.1,3.18,58.4,3.17,9.83,MA2inRP5,,,reverse_2_3.18,
516,reverse,2,s316:0.8_s316:0.05_ptfe:0.1,19,55,20.05,9.8,A2inRP3,,,reverse_2_19,
517,reverse,2,s316:0.8_s316:0.05_ptfe:0.1,19,55,16.29,9.8,A2inRP11,,,reverse_2_19,
518,reverse,2,inconel:0.8_s316:0.05_ptfe:0.1,13.5,80,11.07,9.97,A2inRP12,,,reverse_2_13.5,
519,reverse,2,inconel:0.8_s316:0.05_ptfe:0.1,13.5,80,14.27,9.97,A2inRP13,,,reverse_2_13.5,
520,reverse,2,inconel:0.8_s316:0.05_ptfe:0.1,13.5,80,13.5,9.97,A2inRP13.m.,,,reverse_2_13.5,
521,reverse,2,inconel:0.8_s316:0.05_ptfe:0.1,13.5,80,14.01,9.97,A2inRP13.5.m,,,reverse_2_13.5,
522,reverse,2,inconel:0.8_s316:0.05_ptfe:0.1,13.5,80,14.81,9.97,A2inRP13.5.s.m.,,,reverse_2_13.5,
523,reverse,2,inconel:0.8_s316:0.05_ptfe:0.1,13.5,80,14.45,9.97,A2inRP13.T.M.,,,reverse_2_13.5,
524,reverse,2,s316:0.8_s316:0.05_ptfe:0.1,19,115,17.6,10.96,A2inRP10,,,reverse_2_19,
525,reverse,2,s316:0.8_s316:0.05_ptfe:0.1,19,115,16.29,10.96,A2inRP10.m.,,,reverse_2_19,
526,reverse,2,s316:0.4_s316:0.05_ptfe:0.1,7.5,65,4.12,13.77,A2inRP4,,,reverse_2_7.5,
527,reverse,2,s316:0.4_s316:0.05_ptfe:0.1,7.5,65,7.53,13.77,A2inRP5,,,reverse_2_7.5,
528,reverse,2,s316:0.8_s316:0.05_ptfe:0.1,7.5,65,12.13,13.77,A2inRP4,,,reverse_2_7.5,
529,reverse,2,s316:0.6_s316:0.05_ptfe:0.1,7.5,65,6.54,13.77,A2inRP6,,,reverse_2_7.5,
530,reverse,2,s316:0.5_s316:0.05_ptfe:0.1,7.5,65,5.47,13.77,A2inRP8,,,reverse_2_7.5,
531,reverse,2,s316:0.5_s316:0.05_ptfe:0.1,7.5,65,4.9,13.77,A2inRP7,,,reverse_2_7.5,
532,reverse,2,s316:0.5_s316:0.05_ptfe:0.1,7.5,65,7.74,13.77,A2inRP9,,,reverse_2_7.5,
533,reverse,2,s316:0.5_s316:0.05_ptfe:0.1,7.5,65,6.27,13.77,A2inRP8.M,,,reverse_2_7.5,
534,reverse,2,s316:0.8_s316:0.05_ptfe:0.1,20,115,27.4,9.5,A2inRP1,,,reverse_2_20,
535,reverse,2,s316:0.8_s316:0.05_ptfe:0.1,20,115,17.77,9.5,A2inRP2,,,reverse_2_20,
536,reverse,2,s316:0.4_s316:0.05_ptfe:0.1,6,22,6.55,10,2in29,,,reverse_2_6,
537,reverse,2,s316:0.8_s316:0.05_ptfe:0.1,9.5,148,5.64,9.82,__,,,reverse_2_9.5,
538,reverse,2,s316:0.8_s316:0.05_ptfe:0.1,9.5,148,9.23,9.05,2inR23,,,reverse_2_9.5,
539,reverse,2,s316:0.8_s316:0.05_ptfe:0.1,9.5,148,6.73,9.05,2inR24,,,reverse_2_9.5,
540,reverse,2,s316:0.8_s316:0.05_ptfe:0.1,9.5,148,6.05,9.05,2inR24,,,reverse_2_9.5,
541,reverse,2,s316:0.8_s316:0.05_ptfe:0.1,9.5,148,6.07,9.05,2inR24,,,reverse_2_9.5,
542,reverse,2,s316:0.8_s316:0.05_ptfe:0.1,9.5,148,7.31,9.05,2inR25,,,reverse_2_9.5,
543,reverse,2,s316:0.8_s316:0.05_ptfe:0.1,9.5,148,7.13,9.05,2inR26,,,reverse_2_9.5,
544,reverse,2,s316:0.8_s316:0.05_ptfe:0.1,9.5,148,9.3,9.05,2inR27,,,reverse_2_9.5,
545,reverse,2,s316:0.8_s316:0.05_ptfe:0.1,9.5,148,9.43,9.05,2inR28,,,reverse_2_9.5,
546,reverse,2,s316:0.8_s316:0.05_ptfe:0.1,12.5,85,9.05,9.05,2inR28,,,reverse_2_12.5,
547,reverse,2,s316:0.8_s316:0.1_ptfe:0.1,12.5,85,15.23,10.38,__,,,reverse_2_12.5,
548,reverse,2,s316:1_s316:0.05_ptfe:0.1,12.5,85,10.6,9.61,2inchIR65,,,reverse_2_12.5,
549,reverse,2,s316:1_s316:0.05_ptfe:0.1,12.5,85,10.6,9.61,2inch17,,,reverse_2_12.5,
550,reverse,2,s316:1_s316:0.05_ptfe:0.1,12.5,85,10.7,9.61,2inch18,,,reverse_2_12.5,
551,reverse,2,s316:1_s316:0.05_ptfe:0.1,12.5,85,11.9,9.61,2inch19,,,reverse_2_12.5,
552,reverse,2,s316:1_s316:0.05_ptfe:0.1,12.5,85,11.5,9.61,2inch21,,,reverse_2_12.5,
553,reverse,2,s316:1_s316:0.05_ptfe:0.1,12.5,85,12,9.61,2inch20,,,reverse_2_12.5,
554,reverse,2,s316:1_s316:0.05_ptfe:0.1,12.5,85,12.45,9.61,2inch21,,,reverse_2_12.5,
555,reverse,2,s316:1_s316:0.05_ptfe:0.1,12.5,85,11.86,9.61,2inch21,,,reverse_2_12.5,
556,reverse,3,hastelloy :1_ s316:0.05_ptfe:0.1,12,46,11.3,14.82,A3inRP16,,,reverse_3_12,
557,reverse,3,hastelloy :1_ s316:0.05_ptfe:0.1,12,46,7.48,14.82,A3inRP17,,,reverse_3_12,
558,reverse,3,hastelloy :1_ s316:0.05_ptfe:0.1,12,46,10.33,14.82,A3inRP17.m.,,,reverse_3_12,
559,reverse,3,hastelloy :1_ s316:0.05_ptfe:0.1,12,46,11.7,14.82,A3inRP19,,,reverse_3_12,
560,reverse,3,hastelloy :1_ s316:0.05_ptfe:0.1,13.5,250,13.09,14.82,A3inRP18,,,reverse_3_13.5,
561,reverse,3,hastelloy :1_ s316:0.05_ptfe:0.1,13.5,250,12.2,14.82,A3inRP18.m.,,,reverse_3_13.5,
562,reverse,3,hastelloy :1_ s316:0.05_ptfe:0.1,13.5,250,13.34,14.82,A3inRP18.sec.m.,,,reverse_3_13.5,
563,reverse,3,s316:1_s316:0.05_ptfe:0.1,7.5,64,7.43,17.59,A3inRP11,,,reverse_3_7.5,
564,reverse,3,s316:0.6_s316:0.05_ptfe:0.1,7.5,64,5.15,17.59,A3inRP10,,,reverse_3_7.5,
565,reverse,3,s316:0.8_s316:0.05_ptfe:0.1,7.5,64,7.19,17.59,A3inRP10,,,reverse_3_7.5,
566,reverse,3,s316:0.8_s316:0.05_ptfe:0.1,7.5,64,6.07,17.59,A3inRP14,,,reverse_3_7.5,
567,reverse,3,s316:0.8_s316:0.05_ptfe:0.1,7.5,64,7.05,17.59,A3inRP,,,reverse_3_7.5,
568,reverse,3,s316:0.4_s316:0.05_ptfe:0.1,1,180,1.037,14.3,A3inRP7,,,reverse_3_1,
569,reverse,3,monel :1_ s316:0.05_ptfe:0.1,13,22,12.58,15,A3inRP5.M.,,,reverse_3_13,
570,reverse,3,monel :1_ s316:0.05_ptfe:0.1,13,22,16.08,15,A3inRP6,,,reverse_3_13,
571,reverse,3,monel :1_ s316:0.05_ptfe:0.1,13,22,13,15,A3inRP8,,,reverse_3_13,
572,reverse,3,monel :1_ s316:0.05_ptfe:0.1,13,22,10.16,15,A3inRP9,,,reverse_3_13,
573,reverse,3,monel :1_ s316:0.05_ptfe:0.1,13,22,12.96,15,A3inRP9,,,reverse_3_13,
574,reverse,3,monel :1_ s316:0.05_ptfe:0.1,13,22,14.1,15,A3inRP9-M.,,,reverse_3_13,
575,reverse,3,monel :1_ s316:0.05_ptfe:0.1,13,22,12.12,15,A3inRP9-sec.M.,,,reverse_3_13,
576,reverse,3,monel :1_ s316:0.05_ptfe:0.1,13,22,11.95,15,A3inRP9-third.M.,,,reverse_3_13,
577,reverse,3,monel :1_ s316:0.05_ptfe:0.1,13,22,16.6,15,A3inRP12,,,reverse_3_13,
578,reverse,3,monel :1_ s316:0.05_ptfe:0.1,13,22,12.5,15,A3inRP13,,,reverse_3_13,
579,reverse,3,monel :1_ s316:0.05_ptfe:0.1,13,22,12.98,15,A3inRP9-F.M.,,,reverse_3_13,
580,reverse,3,monel :1_ s316:0.05_ptfe:0.1,13,22,13.83,15,A3inRP13,,,reverse_3_13,
581,reverse,3,s316:0.6_s316:0.05_ptfe:0.1,3,40,3.15,15.83,A3inRP4,,,reverse_3_3,
582,reverse,3,s316:0.6_s316:0.05_ptfe:0.1,3,40,3.15,15.83,A3inRP4,,,reverse_3_3,
583,reverse,3,s316:0.6_s316:0.05_ptfe:0.1,3,40,3.19,15.83,A3inRP4,,,reverse_3_3,
584,reverse,3,s316:1_inconel:0.1_ptfe:0.1,6,40,6.61,34.98,__,,,reverse_3_6,
585,reverse,3,s316:1_inconel:0.1_ptfe:0.1,6,40,6.05,14.66,3inch10,,,reverse_3_6,
586,reverse,3,s316:1_inconel:0.1_ptfe:0.1,6,40,7.15,14.77,3inch10,,,reverse_3_6,
587,reverse,3,s316:1_inconel:0.1_ptfe:0.1,6,40,6.42,14.66,3inch9,,,reverse_3_6,
588,reverse,3,s316:1_inconel:0.1_ptfe:0.1,6,40,7.05,14.77,3inch10,,,reverse_3_6,
589,reverse,3,s316:1_inconel:0.1_ptfe:0.1,6,40,6.92,14.66,3inch7,,,reverse_3_6,
590,reverse,3,s316:1_inconel:0.1_ptfe:0.1,6,40,8,14.77,3inch5,,,reverse_3_6,
591,reverse,3,s316:1_inconel:0.05_ptfe:0.1,6,40,6.95,14.66,3inch4,,,reverse_3_6,
592,reverse,3,s316:1_inconel:0.1_ptfe:0.1,6,40,7.4,14.77,3inch2,,,reverse_3_6,
593,reverse,3,s316:1_inconel:0.1_ptfe:0.1,6,40,7.4,14.66,3inch6,,,reverse_3_6,
594,reverse,3,s316:1_s316:0.1_ptfe:0.1,6,40,6.13,14.66,3inch6,,,reverse_3_6,
595,reverse,3,s316:0.5_s316:0.5_ptfe:0.1,7.5,149.1,7.6,21.3,,,,reverse_3_7.5,
596,reverse,3,s316:0.5_s316:0.5_ptfe:0.1,7,100,2.14,17.63,,,,reverse_3_7,
597,reverse,3,hastelloy:0.8_s316:0.05_ptfe:0.1,40,280,37.1,29.33,,,,reverse_3_40,
598,reverse,3,hastelloy:0.8_s316:0.05_ptfe:0.1,40,280,44,15.62,,,,reverse_3_40,
599,reverse,3,hastelloy:0.8_s316:0.05_ptfe:0.1,40,280,47,15.62,,,,reverse_3_40,
600,reverse,3,hastelloy:0.8_s316:0.05_ptfe:0.1,40,280,32,15.62,,,,reverse_3_40,
601,reverse,3,hastelloy:0.8_s316:0.05_ptfe:0.1,40,280,35,15.62,,,,reverse_3_40,
602,reverse,3,hastelloy:0.8_s316:0.05_ptfe:0.1,40,280,44.5,15.62,,,,reverse_3_40,
603,reverse,3,hastelloy:0.8_s316:0.05_ptfe:0.1,40,280,41,15.62,,,,reverse_3_40,
604,reverse,3,hastelloy:0.8_s316:0.05_ptfe:0.1,40,280,42.7,15.62,,,,reverse_3_40,
605,reverse,3,hastelloy:0.8_s316:0.05_ptfe:0.1,40,280,44.5,15.62,,,,reverse_3_40,
606,reverse,3,hastelloy:0.8_s316:0.05_ptfe:0.1,40,280,40,15.62,,,,reverse_3_40,
607,reverse,3,hastelloy:0.8_s316:0.05_ptfe:0.1,40,280,42.5,15.62,,,,reverse_3_40,
608,reverse,3,hastelloy:0.8_s316:0.05_ptfe:0.1,40,280,45.5,15.62,,,,reverse_3_40,
609,reverse,3,hastelloy:0.8_s316:0.05_ptfe:0.1,40,280,43.5,15.62,,,,reverse_3_40,
610,reverse,3,hastelloy:0.8_s316:0.05_ptfe:0.1,40,280,45.2,15.62,,,,reverse_3_40,
611,reverse,3,hastelloy:0.8_s316:0.05_ptfe:0.1,40,280,45.5,15.62,,,,reverse_3_40,
612,reverse,3,hastelloy:0.8_s316:0.05_ptfe:0.1,40,280,42.5,15.62,,,,reverse_3_40,
613,reverse,3,hastelloy:0.8_s316:0.05_ptfe:0.1,40,280,46,15.62,,,,reverse_3_40,
614,reverse,3,inconel:1.6_ inconel:0.1_ptfe:0.1,42,200,33,20.6,,,,reverse_3_42,
615,reverse,3,inconel:1.6_ inconel:0.1_ptfe:0.1,42,200,33.8,22.64,,,,reverse_3_42,
616,reverse,3,inconel:1.6_ inconel:0.1_ptfe:0.1,42,200,31,17,,,,reverse_3_42,
617,reverse,3,inconel:1.6_ inconel:0.1_ptfe:0.1,42,220,23,17,,,,reverse_3_42,
618,reverse,3,inconel:0.5_s316:0.05_ptfe:0.1,12,180,21,21.52,,,,reverse_3_12,
619,reverse,3,inconel:0.5_s316:0.05_ptfe:0.1,12,180,25.5,13.67,,,,reverse_3_12,
620,reverse,3,inconel:0.5_s316:0.05_ptfe:0.1,12,180,11.98,13.67,,,,reverse_3_12,
621,reverse,3,inconel:0.5_s316:0.05_ptfe:0.1,12,180,12.08,13.67,,,,reverse_3_12,
622,reverse,3,inconel:0.5_s316:0.05_ptfe:0.1,12,180,12.6,13.67,,,,reverse_3_12,
623,reverse,3,inconel:0.5_s316:0.05_ptfe:0.1,12,180,11.52,13.67,,,,reverse_3_12,
624,reverse,4,inconel:1_s316:0.05_ptfe:0.1,10,120,10.23,19.75,A4inRP4.m.,,,reverse_4_10,
625,reverse,4,inconel:1_s316:0.05_ptfe:0.1,10,120,5.78,19.75,A4inRP10,,,reverse_4_10,
626,reverse,4,inconel:1_s316:0.05_ptfe:0.1,10,120,9.97,19.75,A4inRP1.m.,,,reverse_4_10,
627,reverse,4,inconel:1_s316:0.05_ptfe:0.1,5.5,180,9.05,19.77,A4inRP1.m.,,,reverse_4_5.5,
628,reverse,4,inconel:1_s316:0.05_ptfe:0.1,5.5,180,5.46,19.77,A4inRP10,,,reverse_4_5.5,
629,reverse,4,inconel:1_s316:0.05_ptfe:0.1,7.9,200,8.41,21.1,A4inRP11,,,reverse_4_7.9,
630,reverse,4,inconel:1_s316:0.05_ptfe:0.1,7.9,200,8.33,21.1,A4inRP11.m.,,,reverse_4_7.9,
631,reverse,4,inconel:1_s316:0.05_ptfe:0.1,8,100,9.17,21.04,A4imRP11,,,reverse_4_8,
632,reverse,4,inconel:1_s316:0.05_ptfe:0.1,8,100,7.92,21.04,A4imRP12,,,reverse_4_8,
633,reverse,4,s316:1.5_s316:0.1_ptfe:0.1,30.5,60,24.26,20.91,A4inRP7,,,reverse_4_30.5,
634,reverse,4,s316:2.5_s316:0.1_ptfe:0.1,30.5,60,29.45,20.91,A4inRP18,,,reverse_4_30.5,
635,reverse,4,s316:1.5_s316:0.1_ptfe:0.1,30.5,60,32.85,20.91,A4inRP8,,,reverse_4_30.5,
636,reverse,4,s316:1.5_s316:0.1_ptfe:0.1,30.5,60,33.92,20.91,A4inRP9,,,reverse_4_30.5,
637,reverse,4,s316:1.5_s316:0.1_ptfe:0.1,30.5,60,33.97,20.91,A4inRP9Modified,,,reverse_4_30.5,
638,reverse,4,s316:1.5_s316:0.1_ptfe:0.1,30.5,60,30.87,20.91,A4inRP9,,,reverse_4_30.5,
639,reverse,4,s316:1.5_s316:0.1_ptfe:0.1,30.5,60,31.08,20.91,A4inRP9,,,reverse_4_30.5,
640,reverse,4,s316:1.5_s316:0.1_ptfe:0.1,30.5,60,33.1,20.91,A4inRP9,,,reverse_4_30.5,
641,reverse,4,s316:1.5_s316:0.1_ptfe:0.1,30.5,60,32.83,20.91,A4inRP9,,,reverse_4_30.5,
642,reverse,4,s316:1.5_s316:0.1_ptfe:0.1,30.5,60,30.08,20.91,A4inRP9Modified,,,reverse_4_30.5,
643,reverse,4,s316:1.5_s316:0.1_ptfe:0.1,30.5,60,30.15,20.91,A4inRP9Modified,,,reverse_4_30.5,
644,reverse,4,s316:2.5_s316:0.1_ptfe:0.1,30.5,60,30.04,20.91,A6inRP18M,,,reverse_4_30.5,
645,reverse,4,s316:2.5_s316:0.1_ptfe:0.1,30.5,60,25.5,20.91,A6inRP18.sec.M,,,reverse_4_30.5,
646,reverse,4,s316:2.5_s316:0.1_ptfe:0.1,30.5,60,29.3,20.91,A6inRP18.Third.M,,,reverse_4_30.5,
647,reverse,4,s316:2.5_s316:0.1_ptfe:0.1,30.5,60,30.3,20.91,A6inRP18M,,,reverse_4_30.5,
648,reverse,4,s316:2.5_s316:0.1_ptfe:0.1,30.5,60,29,20.91,A6inRP18.Third.M,,,reverse_4_30.5,
649,reverse,4,s316:2.5_s316:0.1_ptfe:0.1,30.5,60,29,20.91,A6inRP18,,,reverse_4_30.5,
650,reverse,4,s316:2_s316:0.1_ptfe:0.1,30.5,60,26.76,20.91,A6inRP19,,,reverse_4_30.5,
651,reverse,4,s316:2_s316:0.1_ptfe:0.1,30.5,60,29.16,20.91,A6inRP20,,,reverse_4_30.5,
652,reverse,4,s316:1_s316:0.05_ptfe:0.1,11,45,8.32,21,A4inRP1,,,reverse_4_11,
653,reverse,4,s316:1_s316:0.05_ptfe:0.1,11,45,11.75,21,A4inRP3,,,reverse_4_11,
654,reverse,4,s316:1_s316:0.05_ptfe:0.1,11,45,11.75,21,A4inRP1,,,reverse_4_11,
655,reverse,4,s316:1_s316:0.05_ptfe:0.1,11,45,15.4,21,A4inRP1,,,reverse_4_11,
656,reverse,4,hastelloy:1_ hastelloy:0.05_ptfe:0.1,11,45,11.23,21,A4inRP4,,,reverse_4_11,
657,reverse,4,hastelloy:1_ hastelloy:0.05_ptfe:0.1,11,45,12,21,A4inRP4.m.,,,reverse_4_11,
658,reverse,4,s316:1_s316:0.05_ptfe:0.1,7,63.6,5,19.68,4inPR1,,,reverse_4_7,
659,reverse,4,s316:1_s316:0.05_ptfe:0.1,7,63.6,5.7,19.64,4inPR1,,,reverse_4_7,
660,reverse,4,s316:1_s316:0.05_ptfe:0.1,7,63.6,6.02,19.7,4inPR2,,,reverse_4_7,
661,reverse,4,s316:1_s316:0.05_ptfe:0.1,7,63.6,6,19.7,4inPR2,,,reverse_4_7,
662,reverse,4,s316:1_s316:0.05_ptfe:0.1,7,63.6,7.6,19.7,4inPR3,,,reverse_4_7,
